0x0	0x0
0xd	0xd
0x76	0x76
0xbd	0xbd
0x10f	0x10f
0x14b	0x14b
0x1a8	0x1a8
0x1ef	0x1ef
0x241	0x241
0x2d5	0x2d5
0x365	0x365
0x37c	0x37c
0x3e2	0x3e2
0x40d	0x40d
0x424	0x424
0x472	0x472
0x49d	0x49d
0x4c8	0x4c8
0x4df	0x4df
0x55b	0x55b
0x5b2	0x5b2
0x5e3	0x5e3
0x5fa	0x5fa
0x648	0x648
0x673	0x673
0x68a	0x68a
0x6d8	0x6d8
0x70d	0x70d
0x764	0x764
0x77b	0x77b
0x7b3	0x7b3
0x7de	0x7de
0x7f5	0x7f5
0x843	0x843
0x86e	0x86e
0x885	0x885
0x8bd	0x8bd
0x914	0x914
0x93f	0x93f
0x9cf	0x9cf
0x9e6	0x9e6
0xa34	0xa34
0xa4b	0xa4b
0xab2	0xab2
0xac4	0xac4
0xae6	0xae6
0xb49	0xb49
0xb5b	0xb5b
0xb7d	0xb7d
0xbea	0xbea
0xc15	0xc15
0xc2c	0xc2c
0xc88	0xc88
0xcbd	0xcbd
0xd17	0xd17
0xd42	0xd42
0xd59	0xd59
0xdd1	0xdd1
0xde8	0xde8
0xe36	0xe36
0xe61	0xe61
0xe78	0xe78
0xedb	0xedb
0xef2	0xef2
0xf2a	0xf2a
0xf41	0xf41
0xf79	0xf79
0xf90	0xf90
0x1008	0x1008
0x1042	0x1042
0x106d	0x106d
0x1084	0x1084
0x10d2	0x10d2
0x1129	0x1129
0x1180	0x1180
0x11ab	0x11ab
0x11c2	0x11c2
0x11fa	0x11fa
0x1238	0x1238
0x12df	0x12df
0x12ec	0x12ec
0x1347	0x1347
0x13a1	0x13a1
0x13b8	0x13b8
0x1408	0x1408
0x144b	0x144b
0x149a	0x149a
0x14e9	0x14e9
0x152c	0x152c
0x1572	0x1572
0x1672	0x1672
0x181b	0x181b
0x18bd	0x18bd
0x197f	0x197f
0x1e01	0x1e01
0x1ea8	0x1ea8
0x1eb5	0x1eb5
0x1f56	0x1f56
0x1ff8	0x1ff8
0x2121	0x2121
0x21cf	0x21cf
0x2238	0x2238
0x229a	0x229a
0x230b	0x230b
0x23b4	0x23b4
0x248d	0x248d
0x2544	0x2544
0x2553	0x2553
0x256e	0x256e
0x2594	0x2594
0x271c	0x271c
0x28cf	0x28cf
0x28de	0x28de
0x28f9	0x28f9
0x2929	0x2929
0x2a37	0x2a37
0x2b74	0x2b74
0x2c16	0x2c16
0x2ebd	0x2ebd
0x316a	0x316a
0x3177	0x3177
0x3271	0x3271
0x3280	0x3280
0x329b	0x329b
0x32cb	0x32cb
0x3372	0x3372
0x337f	0x337f
0x3512	0x3512
0x3521	0x3521
0x353c	0x353c
0x355c	0x355c
0x3588	0x3588
0x3886	0x3886
0x3895	0x3895
0x38d4	0x38d4
0x3a3c	0x3a3c
0x3a4b	0x3a4b
0x3a66	0x3a66
0x3a86	0x3a86
0x3acf	0x3acf
0x3b1c	0x3b1c
0x3f0e	0x3f0e
0x3f1d	0x3f1d
0x3f9a	0x3f9a
0x3fa1	0x3fa1
0x3fc4	0x3fc4
0x406b	0x406b
0x4078	0x4078
0x4118	0x4118
0x413c	0x413c
0x415f	0x415f
0x417d	0x417d
0x4292	0x4292
0x4339	0x4339
0x4346	0x4346
0x43d7	0x43d7
0x4473	0x4473
0x4497	0x4497
0x4511	0x4511
0x4520	0x4520
0x453b	0x453b
0x4555	0x4555
0x47b9	0x47b9
0x4860	0x4860
0x486d	0x486d
0x48c8	0x48c8
0x48d7	0x48d7
0x48f2	0x48f2
0x491d	0x491d
0x492a	0x492a
0x4ab9	0x4ab9
0x4ac8	0x4ac8
0x4ae3	0x4ae3
0x4b03	0x4b03
0x4b4c	0x4b4c
0x4e27	0x4e27
0x4e36	0x4e36
0x4e74	0x4e74
0x4f1b	0x4f1b
0x4f28	0x4f28
0x4f7b	0x4f7b
0x5022	0x5022
0x502f	0x502f
0x5085	0x5085
0x512c	0x512c
0x5139	0x5139
0x51da	0x51da
0x51fd	0x51fd
0x5220	0x5220
0x52c3	0x52c3
0x52cf	0x52cf
0x52ff	0x52ff
0x533f	0x533f
0x53b4	0x53b4
0x54a5	0x54a5
0x55d7	0x55d7
0x55e6	0x55e6
0x5601	0x5601
0x5621	0x5621
0x564d	0x564d
0x59d5	0x59d5
0x59e4	0x59e4
